,asin,product,date,verified,title,desc,reviewer_name,rating
1605,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 13, 2019",Verified Purchase,"
NOT as good as eneloop, but rechargeables cheap enough to dispose of if necessary.
","

  OK, I read reviews and answered questions that stated that these were just as good as eneloop batteries. They are NOT. I don't have fancy meters or anything, but I do have practical application experience. I work nights. I use a Zebralight SC52 flashlight all the time. I use this light At LEAST 5-6 times a night for taking the dog out, going to the car, and even indoors when looking into dark cabinets and such. I get three weeks to a month between swapping Eneloops. I bought these thinking that is was a better deal, but I'm swapping batteries with these weekly.They work well enough, but they just don't have the longevity of the better brand. I use these on cheap flashlights with no current regulators because they are cheap enough that I don't care if they burn up. For that reason, I have purchased a second batch. They are rechargables which are cheap enough to be disposed of if necessary.

",Matthew,3.0
1606,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 12, 2019",Verified Purchase,"
Best rechargeable for the money
","

  I believe they are the best for the money rechargeable battery on the market. I purchased aa’s and aaa’s so far and I have watched several youtube videos which seem to back this up.

",Railgeek,5.0
1607,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 12, 2019",Verified Purchase,"
They last a long time!
","

  Great battery, great price, fast shipping!!

",J. Wilson,5.0
1608,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 12, 2019",Verified Purchase,"
Less longevity compared to other brands
","

  They don't last as long as other brands.

",David Elijah Terrace,3.0
1609,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 11, 2019",Verified Purchase,"
nice
","

  work perfect

",George Lloyd,5.0
1610,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 11, 2019",Not Verified,"
Not up to snuff
","

  Don't work any more in an Apple mouse after 2 years - buying something better, and pricier right now.

",Rainer S.,1.0
1611,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 11, 2019",Verified Purchase,"
Work
","

  Work

",J. And B. Speir,5.0
1612,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 10, 2019",Verified Purchase,"
high quality product
","

  work very well

",VideoDog,5.0
1613,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 10, 2019",Verified Purchase,"
Great Value
","

  Charge fast

",Alliya Valentin,5.0
1614,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 9, 2019",Verified Purchase,"
Great rechargeable batteries
","

  Batteries are great st a fair price

",tow4cash,5.0
1615,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 9, 2019",Verified Purchase,"
Buy these.
","

  Exactly what I needed.

",Amazon Customer,4.0
1616,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 9, 2019",Verified Purchase,"
If the replacements don’t work any better, I’m getting my money back.
","

  They were supposed to be charged, ready to use. They did not. I charged them to see if they’d hold a charge. Of the eight, two were still low after a charge. If the replacements don’t work any better, I’m getting my money back.

",David D.,1.0
1617,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 9, 2019",Verified Purchase,"
Seems to be a good quality product at a decent price
","

  I use these for rechargeable headlamps when working on my car as well as Radios. They seem to have good longevity, hold charges nicely, I've only had him for a few months I can't speak of longevity but so far so good

",Ken strike,5.0
1618,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 8, 2019",Verified Purchase,"
BUY THE WHITE WRAPPED BATTERIES, NOT THESE GRAY ONES!
","

  I have other Amazon Basics batteries and these are the worst. Of the 3 types I’ve bought, the battery life on almost every single one of these has been drained and, when I try to recharge them, it shows an “error” message now. The batteries I ordered in 2016 are still going strong, but these that I ordered in 2017 are ruined. It’s a huge waste of money.If you want good quality Amazon Basics rechargeable batteries, BUY THE WHITE WRAPPED BATTERIES, NOT THESE GRAY ONES!

",J.Li,1.0
1619,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 8, 2019",Verified Purchase,"
Battery not arrive in the package
","

  In the order that I make of three different items the battery is the only item that not arrive in the package.

",Ivan,1.0
1620,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 8, 2019",Verified Purchase,"
Excellent quality & fast shipping!!!
","

  Excellent quality & fast shipping!!!

",CJ,5.0
1621,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 8, 2019",Verified Purchase,"
Let down
","

  Batteries do not hold charge. I invested pretty heavily in AA and AAA rechargeable batteries from Amazon. After approximately a year- i find nearly every one of the batteries are not recharging, or are losing charge extremely fast. I'm having to replace my remote batteries every month, as opposed to every 4 months. Lots of similar anecdotal examples... Don't get me wrong- for the year i've used them- they saved me money...but i won't be reinvesting in these again.

",Amazon Customer,3.0
1622,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 8, 2019",Not Verified,"
replaced worn batteries
","

  These replaced worn out rechargeable batteries and they work fine.  Good value for the price.

",MarkB,5.0
1623,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 8, 2019",Verified Purchase,"
I'm Recommended
","

  Thank you, nice to deal with you.

",AbuAlwaleed Alsakran,5.0
1624,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 6, 2019",Verified Purchase,"
Much better than Duracell’s and Energizers
","

  Very affordable, charge lasts longer the lead brands

",Julio M.,5.0
1625,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 6, 2019",Verified Purchase,"
Great batteries and cheap
","

  Two of the batteries keep loosing charge quickly, trying to figure out which one it is

",Jprb,4.0
1626,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"February 6, 2019",Verified Purchase,"
Meh, they're ok. Look at eneloop black
","

  Decent for the price, but I don't know that these batteries stand up to their rated amp hour capacity. I only get one to two work days out of my headlamp with these batteries where I would get about a week from alkaline. These DO NOT come fully charged, and I have a few that hold less of a charge than others, so quality control is lacking. I had high hopes, these are reviewed well and showed well in testing online. But I might tend toward spending the money for eneloop next time.

",Kindle Customer,3.0
1627,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 6, 2019",Verified Purchase,"
Work well
","

  The seem to work fine.

",Brenda P.,5.0
1628,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 5, 2019",Verified Purchase,"
Reliable
","

  Very reliable batteries. I’ve owned a few for about a year now and still holding good charge.

",Charger,5.0
1629,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 5, 2019",Verified Purchase,"
Only 1/3 life
","

  At fully charged battery only lasts 1/3, compared to eneloop. I use it's on my LED candles lights. I don't know if some of its are defected r not, but would not it again. I don't like to return things, so I use it on mine keyboard and mouse, it work.

",Not sure?,3.0
1630,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 5, 2019",Verified Purchase,"
Great value
","

  Work great for portable scanner or energy hungry applications.

",Adam,5.0
1631,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 5, 2019",Verified Purchase,"
Good Value
","

  I hate disposable batteries.These are great.

",LAN Guy,5.0
1632,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 5, 2019",Verified Purchase,"
Don't hold a charge
","

  Don't bother.  They only recharged twice before they wouldn't hold a charge anymore.

",CJ,1.0
1633,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 5, 2019",Verified Purchase,"
I’d like to return them but I don’t know where
","

  I was only able to charge two of the eight batteries up to 1.5 bowls otherwise the other ones were up to 1.45 V so I could charge him too I think there’s a piece of junk

",Matthew BurdettI’d like to return them but I don’t know where,1.0
1634,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 4, 2019",Verified Purchase,"
Do Not Last
","

  I bought these for my five Panasonic phones. They just do not last.  I’m sorry I bought.

",Kaysee S.,1.0
1635,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 4, 2019",Verified Purchase,"
Still haven't had to charge it yet
","

  They take way longer than my other batteries to charge, and they're also way heavier. Still haven't charged yet, over a week of playing xbox one.

",Guilherme Mello,5.0
1636,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 4, 2019",Verified Purchase,"
Good stuff recommend it
","

  Good stuff recommend it

",EZainos,5.0
1637,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 4, 2019",Verified Purchase,"
Great pricing and great product
","

  Very happy with my purchase.  Batteries work great!

",Charles Jennings,5.0
1638,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 4, 2019",Verified Purchase,"
Great product
","

  These batteries last forever.

",Robert Alonzo,5.0
1639,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 4, 2019",Verified Purchase,"
do not last
","

  I originally thought these were good batteries. But after 2 charges, they stopped charging. They came with the amazon charger and every time I try and charge them it flashes red indicating a bad battery. I tried throwing some really old energizer rechargeables in the charger and they worked fine. I strongly do not recommend these batteries. These are actually a replacement that I got after the first batch did the same exact thing.

",Demilo,1.0
1640,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 4, 2019",Verified Purchase,"
It's nice looking
","

  perfect

",LisaZ'mas,5.0
1641,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 3, 2019",Verified Purchase,"
No problems.
","

  Using these in a Sangean portable radio.  we recharge them in the radio every couple weeks.  No problems.

",Jerry,5.0
1642,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 3, 2019",Verified Purchase,"
Garbage. Go with a better brand
","

  These things are garbage. I purchased a digital charger that shows charge state. They showed up with 35% charge. I tried to charge them. Even though the charger says 100% charge, they clearly are not. I have a separate led battery checker and it shows them barely charged. The batteries fried the first electronic I put them in. Thank god it wasn't too expensive.

",Nick,1.0
1643,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 3, 2019",Verified Purchase,"
Good Quality, Made in Japan
","

  Exactly as described, Made in Japan, came pre-charged.

",Adam,5.0
1644,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 3, 2019",Verified Purchase,"
Rechargable? Hardly.
","

  We've had these for exactly one month, and ever since maybe the second cycle they started dying faster and faster. Now they don't even hold a charge. It's infuriating.

",Rachel Skybetter,1.0
1645,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 2, 2019",Verified Purchase,"
Wont be disappointed
","

  I can not say enough about these batteries! A few years back we ordered a set because they were not expensive and therefore we wouldn't be out much if they were crap. To my slight surprise,  these babies have not only lasted, but have kept their charge rate over the years. We now have over 60 Amazon batteries!Only batteries we will ever buy again. Just wish they had more sizes.

",Shandi Kay Dalton,5.0
1646,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 2, 2019",Verified Purchase,"
Come precharged still testing
","

  So far so good

",Sebastian,5.0
1647,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 2, 2019",Verified Purchase,"
I received it in two days.
","

  Rechargeable batteries for my thermostat.

",IndoorPool363,5.0
1648,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"February 2, 2019",Verified Purchase,"
Great value
","

  Great value and long lasting

",Michael L.,5.0
1649,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 2, 2019",Verified Purchase,"
Excellent
","

  Excellent

",Silverrose,5.0
1650,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 1, 2019",Verified Purchase,"
Not that long lasting
","

  I had bought the blue amazon ones prior to these and the blue ones still last longer! These were suppose to be better. Not so.

",Sky,3.0
1651,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 1, 2019",Verified Purchase,"
Love these batteries
","

  Great quality battery

",monte mason,5.0
1652,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"February 1, 2019",Verified Purchase,"
Great Rechargeable Batteries
","

  Very good rechargeable NiMH batteries.

",Cody Shive,4.0
1653,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"February 1, 2019",Verified Purchase,"
Good batteries, too bad they are too big...
","

  Quality batteries, too bad it's trial and error finding out in which device you can use them because they are a little bigger than regular AAA batteries. I guess we are free to use another brand if we want to avoid frustration....

",Lou,3.0
1654,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"February 1, 2019",Verified Purchase,"
Saving money with every charge!
","

  Rotate these through for game controller.  No more spending money on regular batteries!  I should have done this a long time ago.

",Rocky,5.0
1655,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 1, 2019",Verified Purchase,"
works
","

  so far the product has been working consistently as i expected i would say over a month i have saved about 6 batteries that i would have otherwise bought disposable ones

",joe toh,3.0
1656,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"February 1, 2019",Verified Purchase,"
Good for the price
","

  Didn’t last real long after re-charging, but good for the price

",JillO,4.0
1657,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 31, 2019",Verified Purchase,"
Great Battery for the money
","

  Good battery so far so good

",Kevin Fogleman,4.0
1658,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 31, 2019",Verified Purchase,"
Charge hold time is horrible.
","

  Product did not hold charge longer than 2.5 hours.

",Nick,1.0
1659,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 31, 2019",Verified Purchase,"
These have been repeatable charged, work well.
","

  So happy to have re chargeable. These suit my needs very well. It’s been a few months-no problems.

",AmazonUser,5.0
1660,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 31, 2019",Verified Purchase,"
good price
","

  performs well enough. good job thank you

",kevin,5.0
1661,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 30, 2019",Verified Purchase,"
not enough power
","

  received the batteries and placed the batteries in my brand new alarm clock and they didn't have enough power to get the alarm clock working. I thought the alarm clock was defective. I contacted the vendor and they sent me a new alarm clcok and 2 free batteries, the alarm clock worked very well with the free batteries. Unfortunately, any of these batteries do not power my alarm clock, Very disappointed...

",john,1.0
1662,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 30, 2019",Verified Purchase,"
Short battery life
","

  I haven't found the batteries to last long between charges when using a moderately high-usage device.  I fully charged all the batteries before using them for the first time.  I'm not impressed.

",merk,2.0
1663,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 30, 2019",Verified Purchase,"
A MUST have for Xbox one
","

  Tired of going through countless batteries on your xbox one controller? Get these! Depending on how much you game, these batteries last 10x (if not more) then your common alkaline type. Very happy I found them!

",anon,5.0
1664,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 30, 2019",Verified Purchase,"
Would buy name-brand next time
","

  Do not last as long as regular named batteries like Duracell etc

",mec526,3.0
1665,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 29, 2019",Verified Purchase,"
Good Discharge Rate So Far
","

  Using onstage in wireless microphones and instrument transmitters. So far, they discharge similar to pro-version AA cells and avoid e-waste.

",John,4.0
1666,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 28, 2019",Verified Purchase,"
big
","

  its a bit bigger then normal batteries

",Buttsoap,3.0
1667,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 28, 2019",Verified Purchase,"
Great
","

  Great

",Amazon Customer,5.0
1668,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 28, 2019",Verified Purchase,"
great battery life
","

  little slow with the recharge but overall good

",Andrew,4.0
1669,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 28, 2019",Verified Purchase,"
Shows only 80% after charging for Comcast X1 remote
","

  I have two Xfinity X1 remotes and both show only 80% charged after I charged them once I received them in the mail.  My first remote is down to 70% now after ONE DAY of usage.  I normally get 3 months from alkaline batteries, but not with these, I'll get a week.  Will not buy again.

",JJ,2.0
1670,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 27, 2019",Verified Purchase,"
Iffy
","

  Not too sure about how these are going to work. First used in a flashlight and it heated up to the point where it was hard to hold. Might try them in something else.

",Sarah Taylor,2.0
1671,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 27, 2019",Verified Purchase,"
Gotta have em
","

  After Christmas we stocked up and they work great. Love that you can just recharge instead of throwing them away.

",DHampton,5.0
1672,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 27, 2019",Verified Purchase,"
They work. They may be eneloop
","

  These are Amazon's recharables, which we got to replace in our solar garden lights. They are better than the batteries that come with the lights and glow all night midwinter in Montana - that's saying something since in December here it's dark before 5 pm.  I suspect other reviews are correct that they are much higher quality batteries being repackaged. A good buy.

",bungeedog,4.0
1673,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 27, 2019",Verified Purchase,"
Great value
","

  Reliably good, but every once in a while, one or more in a multipack is mildly faulty, having less capacity than other batteries.  Would still buy as they are fantastic value compared to the premium brands

",Adrian Cheong,5.0
1674,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 27, 2019",Verified Purchase,"
Well made and give good performance.
","

  They arrive 'precharged', but put them in one of my fancy chargers just to top them off. I'd been using Duracell AAA batteries in my MP3 player while working out. When my last Duracell gave out, I put one of these in, and it seems like it will hold up as long as the Duracell .. but its rechargeable. I carry a spare in my pocket, just to be sure I don't run flat during a workout session. Not the highest capacity, but on a value basis, I recommend them.

",Mr_Cooncat,4.0
1675,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 27, 2019",Verified Purchase,"
Good quality
","

  Worked perfect our cordless phones

",John Purcell,5.0
1676,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 26, 2019",Verified Purchase,"
great product
","

  works just as well as any other rechargeable battery but for a cheaper price. cant go wrong with that.

",Amazon Customer,5.0
1677,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 26, 2019",Verified Purchase,"
AmazonBasics Recharging Batteries
","

  This are very good batteries. I use them daily. They have a long lasting charge depending on your use. Great buy.

",Vernon M. Battle,5.0
1678,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 26, 2019",Verified Purchase,"
longevity
","

  they work great when first charged but charge doesn't last very long

",Doug B.,3.0
1679,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 26, 2019",Verified Purchase,"
Every cycle more batteries go dead and will not charge
","

  I bought the AA High Capacity Amazon rechargeable batteries for batter-powered candles that I keep lit as part of my home decor; therefore, I've bought enough batteries that are waiting in the wings to be placed in the candles when the other recharged batteries in the candles lose power. Every time I go to recharge the batteries, there are about 2 out of 8 batteries that WILL NOT RE-CHARGE, and I have to throw them away. It's not the charger. I use two different chargers (two different brands). This is disappointing. I'm trying a different brand.

",Deanna L. Dodge,3.0
1680,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 26, 2019",Verified Purchase,"
doesn't work with all products
","

  doesn't work with all products

",Nataliya,3.0
1681,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 26, 2019",Verified Purchase,"
Not worth the money
","

  One, then two, now three maybe four won't charge up all the way. None of them even get warm when they are charged or being charged.

",moc,1.0
1682,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 25, 2019",Verified Purchase,"
Bien
","

  Buenas

",Joan,5.0
1683,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 25, 2019",Verified Purchase,"
Excellent value
","

  great value for these batteries. they maintain a long charge and quick to recharge. no loss to date

",AandyL,5.0
1684,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 25, 2019",Not Verified,"
Made in japan
","

  These are made in japan not china. All the Japanese amazon basics batteries i have bought have worked great. the china ones not so much

",Micha S,5.0
1685,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 25, 2019",Verified Purchase,"
Won't hold charge
","

  Batteries worked one time. Charged them as directed,  used in camera and never worked again after recharging.

",Amazon Customer,1.0
1686,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 25, 2019",Verified Purchase,"
Best value and preformance rechargeables out there!
","

  Great batteries. This is the 4th set I have bought . Keep adding smart door locks and more and more kid toys that require batteries. And I always purchase these ! Last a very long time and save me tons

",Nemo abel,5.0
1687,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 25, 2019",Verified Purchase,"
Future will tell about durability and battery life
","

  Purchased theese for electric Pepper/Salt Grinder, Wireless Mouse ... and they do the job so far.Contrary to the description, they did NOT arrive allready charged.

",Yvan Laplante,4.0
1688,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 24, 2019",Verified Purchase,"
Try a different brand.
","

  After a full charge, I was disappointed in the length of power.

",judy,3.0
1689,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 24, 2019",Verified Purchase,"
Good
","

  Good

",Hollis parham,4.0
1690,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 24, 2019",Verified Purchase,"
Charge doesn't last
","

  Either these batteries or the Panasonic charger are bogus.  I bought to use in  battery hogging Browining Trail camera.  When ""fully"" charged the camera says these Amazon NI-MH are at 68%.  New AA non-rechargeable batteries show 100%.  Under normal camera conditions, i.e., 40 videos of 20 seconds, these batteries last 2 nighrs.  An Enegizer non-rechargable lasts 5-6 nights.  Either the Panasonic charger or the Amazon batteries are not as advertised.

",2centwurf,3.0
1691,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 24, 2019",Verified Purchase,"
AmazonBasics AA High-Capacity Rechargeable Batteries
","

  Batteries- Rechargeable Amazon Batteries in an 8 pack!! Whoo-hoo they worked well and since they are rechargeable they let me remember not to buy new ones very often all I have to do is look outside and see if the solar lights are still working.

",Pete,4.0
1692,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 24, 2019",Verified Purchase,"
Good batteries
","

  Low cost batteries seem to have good capacity.

",Bob,5.0
1693,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 24, 2019",Verified Purchase,"
Did Not Last
","

  I tried the batteries in my Roku remote and they lasted only one day. I am not sure if they came with full charge.

",NaplesRoger,2.0
1694,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 23, 2019",Verified Purchase,"
Great replacement for a post top light
","

  The original batteries were failing in a post top light. The light is charged by an included solar panel. The lights work through the night and last a couple of days when the sun does not shine

",RVer Surface user,5.0
1695,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 23, 2019",Verified Purchase,"
If you have devices that eat batteries give these a try.
","

  I use these for my mouse, TV remote, decorative lamps and dispensers. I know that I save.

",John R Kelly,5.0
1696,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 23, 2019",Verified Purchase,"
Fairly good price with a good battery life.
","

  After burning through an entire box of Duracell AA batteries in my Xbox controllers (and other gadgets & remotes) I went back to using rechargeable batteries, these AmazonBasics were highly rated and so far each set I have used has lasted much longer then regular store bought batteries. I have used the Energizer AA rechargeables and those worked well for a year before they all stopped working (price was like $15 for batteries and base, but didn't last super long); I have also used the Eneloop AA batteries (more expensive and again, only lasted about a year before they started dying). I will update this review with more info once I know for sure, but so far so good.

",WASTELAND RAVEN,5.0
1697,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 23, 2019",Not Verified,"
Works great
","

  Works great...except in cold temperatures.

",Michael Peterson,5.0
1698,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 23, 2019",Verified Purchase,"
Worth it.
","

  So far so good. I use these in my Xbox controller and they let noticbly longer than any other batteries I have. Worth it.

",Richard Zastrow,4.0
1699,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 22, 2019",Verified Purchase,"
Efficient
","

  They do the job

",Calvin Knowlton,4.0
1700,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 22, 2019",Verified Purchase,"
👍
","

  Works well with slow drain

",Dennis,5.0
1701,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 22, 2019",Verified Purchase,"
best batterys  these work
","

  I have found these work and last longer and recharge better than name brand counter parts.Best deal of a Amazon product I have used to date.

",Inulupus,5.0
1702,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 22, 2019",Verified Purchase,"
Perfect
","

  Very good

",Yves P.,5.0
1703,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 22, 2019",Verified Purchase,"
WORK FINE FOR ME
","

  Primarily use these in LED candles that run for 5 hours at a time.  The batteries last a few weeks before needing to be recharged, so I just keep rotating them.

",Eric Hudson,5.0
1704,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 22, 2019",Verified Purchase,"
Works great
","

  Best investment ever I highly recommend

",Bernard,5.0
1705,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 21, 2019",Verified Purchase,"
Perfect for headlamps
","

  Got these for my Dad because he wears a headlamp ALL THE TIME and burns through AAA batteries like crazy. These are the first batteries that have lasted a full day for him. Woot! Definitely recommend.

",singingpalmtree,5.0
1706,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 21, 2019",Verified Purchase,"
A good durable battery.
","

  I usually purchase eneloop rechargeable batteries but these Amazon AAA’s were very competitive on price. I don’t know if they deliver the same runtimes but they performed well for me.

",Ricardo,4.0
1707,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 21, 2019",Verified Purchase,"
My prayers have been answered.
","

  I bought like four of these. I’m set for the next 15 year or until I lose them all.

",Rekirrac,5.0
1708,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 21, 2019",Verified Purchase,"
Good battery
","

  We were getting tired of driving down to the store for batteries.These seem to hold a charge fora good amount of time!

",bc13,5.0
1709,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 21, 2019",Verified Purchase,"
Good Battery
","

  I've been using rechargeable batteries for a few years now - it's basically all I have in my house at this point.  We go through quite a bit of AAs because my 3 kids love the video games and the controllers go through batteries quite frequently.  I have 2 chargers charging 8 batteries at all times and probably another 12 that are constantly being used.  The batteries are switched out frequently and after more than a year I can't tell a difference in their power or longevity.  Actually, the only batteries I have that I feel are getting weak are the original batteries that came with my charger and have a little pink bunny on the side.  I am extremely happy with these batteries and will continue to purchase these rechargeable cylinders of awesome from now on.

",Scott,5.0
1710,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 21, 2019",Verified Purchase,"
Good
","

  Start to fall apart after a few months still working though

",Brandon M.,5.0
1711,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 21, 2019",Verified Purchase,"
Great life
","

  I purchased these for some outdoor Xmas candles (battery operated)  once they were fully charged they lasted the whole month of December!! Great purchase will be buying these again!!

",LaurieT,5.0
1712,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 20, 2019",Verified Purchase,"
Nice to have around
","

  Good quality. Battery life seems to hold up

",Herecomes Trouble,5.0
1713,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 20, 2019",Verified Purchase,"
Not good
","

  The batteries are never getting charged after first use..I am not sure it's charger or battery issue (bought charger and battery together) is returning only option..

",Abhishek Kumar,1.0
1714,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 20, 2019",Verified Purchase,"
Used for Xbox
","

  Works great for the Xbox one controller

",Amazon Customer,5.0
1715,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 20, 2019",Verified Purchase,"
great value
","

  i can't speak for battery life yet as I've only used them for 2 charging cycles, but they seem to parallel conventional batteries.  be sure when storing them next to each other that the poles are facing the same direction to prolong their life

",pokerplayer21,5.0
1716,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 20, 2019",Verified Purchase,"
wow.
","

  this batteries are very good please try.

",nitrocool,5.0
1717,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 20, 2019",Verified Purchase,"
Great value.
","

  Value for price.

",lefty,5.0
1718,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 20, 2019",Verified Purchase,"
great quality
","

  I've used the chargers I already had for other brands and it works great they have a long life, great batteries so far

",C. perrine,5.0
